,Tweet_punct,Emotions
1172,"wakeuptelanganagovt along with this tag covidindia put together and not just telangana  corona is all over india🙏🙏

jaihind ✊✊",0
1173,"csjmuniversity our college management asked us to reach at college on thjune there would be students gathering more than  students from different states against covidindia  guidelinestheir intention is just to collect next year fees they dont follow ugc guidelines
🙏 httpstconusjonf",0
1174,wakeuptelanganagovt along with this tag covidindia put together  and not just telangana  corona is all over india🙏 httpstcopkjkuzxzr,1
1175,delhi donations drying up institution for blind children struggles to stay afloat covidindia hits disabilityrights httpstcojaauevvvb via indianexpress,0
1176,"boredom hits india
elections are over
modi busy with his work
rahul gandhi isn’t giving any interviews
no aap guy slapped no ipl match
aise thodi na chalta hai desh year
covidindia covidstopindia
chitraaum minakshikandwal shaktisingher bhagwatudawat",0
1177,"nagaland  s pangnyu phom state health minister inaugurated the bsl lab at cihsr dimapur yesterday the lab will enhance covid testing capacity amp help test other diseases in the long run said the minister

coronavirus coronavirusindia covidindia cihsr httpstcobaquoeyaug",0
1178,"the existing timing of night curfew from  pm to  am in the morning is altered to  pm to  am with effect from th june
says karnataka chief ministers office covidindia subash",0
1179,"pibindia 
dear sir 
kindly take necessary actions our college management asked us to reach at college on th there will be students gathering more than  students from different states this is highly risky and against covidindia  guidelines 
save students 🙏🙏 httpstcorfzmopnz",0
1180,"hrdministry 
dear sir 
kindly take necessary actions our college management asked us to reach at college on th there will be students gathering more than  students from different states this is highly risky and against covidindia  guidelines 
save students 🙏🙏 httpstcomtwcqter",0
1181,"anandibenpatel 
dear mam
kindly take necessary actions our college management asked us to reach at college on th there will be students gathering more than  students from different states this is highly risky and against covidindia  guidelines 
save students 🙏🙏 httpstcojdmejqiap",0
1182,"cnbctvlive 
dear sir 
kindly take necessary actions our college management asked us to reach at college on th there will be students gathering more than  students from different states this is highly risky and against covidindia  guidelines 
save students life 🙏🙏 httpstcovkpjculf",1
1183,"drrpnishank dear sir 
kindly take necessary actions our college management asked us to reach at college on th there will be students gathering more than  students from different states this is highly risky and against covidindia  guidelines 
save students life from this dangerous  httpstcobpnpwfriqp",0
1184,"sanjayips aseemkapdi navimumpolice sir
we need to combine this with aggressive testing and isolation thats the only real solution to stop further spread  isolate the covidindia positive cases",1
1185,"atishiaap arvindkejriwal दो टके की party  arvindkejriwal wasted billionspromoting himself during lockdowns by way of full  pages advevery day amp also projecting himself on tv on daily basis  
that was the time to make preparations for covidindia but u wasted time and billions  incompetent ",0
1186,there is community transmission in goa cm pramod sawant goa india covidindia covid coronavirus coronaviruspandemic covid pandemic covid covid covidー httpstcozeoljhi,0
1187,covid  follow social distancing and hygienethe only saviour covidindia coviduk covidiots covidupdates covidtx covidisreal covidwarriors coronaupdates coronavirus httpstcowpjwqqct,0
1188,"imtiazmadmood thats only for waking him up from slumber 
or
calling him back from a holiday 
like now 
covidindia",0
1189,we cant simply brush aside deaths in covid saying its associated comorbidities like dm and ht and old age even with those comorbidities they had more years of life left if only they were not infected covidindia covidchennai stayhomestaysafe maskup,0
1190,covid india every case from th january   covidindia st case to  lakh cases in  days httpstcoduiotuhxt via youtube httpstcoruhsqrrz,0
1191,read india mumbai chennai delhi bengaluru ajithleddronetofightcorona rajasthan kerala covidindia indiafightscoronavirus news breakingnews httpstcolgglmrun,0
1192,"attention diversion gang

diversion of attention from key burning issues

 poor health infrastructure to handle covidindia 
 economy
 unemployment
 inflation
 women safety
 petroldiesel prices
 unaffordable education
 farmer crisis
 poor law amp order httpstcobonhoplgc",0
1193,"social media is not about the exploitation of technology but service to community
covidindia qurantine knowledgenevergoeswaste nmit nhcm bangalore digitalmarketing learningextra httpstcozstjyna",0
1194,"varinderbansal lincolnpharma 

lincoln pharma sells ibuprofen  hydroxychloroquine  dexamethasone along with many medicines being used to treat covid
even in these times the company managed to maintain its sales profits well

pharma
stockstowatch 
covid 
covidindia  
covidcure httpstcollxquefi",0
1195,"yonursing exams amid pandemic 
 corona besmartbesafe covidindia pandemic healthoverexams httpstcopuosrg",0
1196,"drrpnishank pmoindia hmoindia pibindia mibindia ddnewslive hrdministry drrpnishank  pmoindia  our life is more important than our exam  we cant go to another place to give exam because there is no transport facility to migrate to another place so i request you sir to postpone our jee exam
postponeneetandjee 
covidindia 
hrdministry",1
1197,"exponential increase in covid cases in india
covidindia httpstcosqohiobjou",0
1198,"so will this rule be applicable to all 
stockmarkets sensex ehsaassabka covidindia
how a change in a rule by sebi helped reliance raise rs  crore httpstcokucfhhlmj",0
1199,smart mom convincing her daughter to stay home during pandemic days coronavirus stayhomestaysafe covidindia hitvikothari httpstcofqllmlt,1
1200,"govt must think about that 
every district in india must have a  bedded covid hospital with well equipped facilities its a really basic need and ground reality

covidindia coronavirusindia 
pawankalyan janasenaparty pmoindia rahulgandhi indiafightscorona",0
1201,"covidindia doubling rates for covid cases in india is very worrisome r we really making progress in containing the virus                                                   l 
l 
l 
l 
l ",0
1202,"lockdown when you planning to leave 

lockdown corona covid covidindia stayhome staysafe httpstcofzvbrxkp",0
1203,"clearly lockdown is as successful as 
demonetisation 
covidindia httpstcoeeqsqibpsv",1
1204,wear mask and social distance every one should maintain self discipline  coronavirus indiafightscorona jamnagar covidindia,0
1205,hey who icmrdelhi mohfwindia people are buying hand held uvc lights for sanitization and companies are marketing it big time do they really work please issue a clarification because people should not live with a false sense of security covidindia,0
1206,every disease that occurs to a human being arises from the negative behavior of his mind  there is no such disease in this world which your subconscious mind cannot cure you just have to believe without doubt that you are cured  covid coronavirus covidindia covidiots,0
1207,india struggles as coronavirus cases top  mark india covidindia covid coronavirus coronaviruspandemic covid pandemic covid covid covidー httpstcoesprkrrv,0
1208,"from being the upper class version of rajiv chowk to a post apocalyptic state airports have had it all
coronavirus covidindia airtravel",0
1209,"battalasatthi we are at no in the world i support rahul gandhi  my bp is raising like anything why modi is so egoistic rahul warned on feb thshamelessly they criticized him now see the situation cms are hiding handsup everywhere
covidindia
cc priyabratat ptretweet karo",0
1210,"what are you afraid of  

corona or cops
locust attack or lootus attack  

covidindia justiceforjeyarajandfenix locustsattack petroldieselpricehike sathankulam thoothukudidistrictpolice tuticorinmassacre tnpolice tnindanger",0
1211," thats nice

covidindia covidpandemic httpstcowncsfkbwo",1
1212,timesofindia whats your plan pmoindia narendramodi to contain covid in india  we need a quick action plan and not just hollow speeches covidindia incindia bjpindia,0
1213,"did i miss this being reported in the mainstream indian media while we are being kept busy with covidindia kashmir muslims fear demographic shift as thousands get residency
httpstcohnmhqtng",0
1214,"  new cases in a day virus spreading but the dolts sitting at top will say everything is fine 
covidindia covid covid coronaupdatesinindia surendermodi httpstcokqkajlztc",1
1215,there is community transmission in goa cm pramod sawant goa india covidindia covid coronavirus coronaviruspandemic covid pandemic covid covid covidー httpstcozeoljhi,0
1216,"standup comedy goes online  
what do comedians do when they cant have live audiences they go online of course even though it is not the same thing
httpstcoswykjobbtc
comdey standupcomedy covidindia sidika anshumor kaneezsurka thetanmay eastindiacomedy httpstcofvdwqomsv",0
1217,"𝐃𝐄𝐋𝐇𝐈 𝗖𝗢𝗩𝗜𝗗𝟭𝟵 𝗧𝗥𝗔𝗖𝗞𝗘𝗥 
𝐂𝐨𝐧𝐟𝐢𝐫𝐦𝐞𝐝  
𝐀𝐜𝐭𝐢𝐯𝐞  
𝐑𝐞𝐜𝐨𝐯𝐞𝐫𝐞𝐝  
𝐃𝐞𝐜𝐞𝐚𝐬𝐞𝐝  
𝑳𝒂𝒔𝒕 𝑼𝒑𝒅𝒂𝒕𝒆𝒅  junam ist

𝑺𝒕𝒂𝒚 𝑯𝒐𝒎𝒆 amp 𝑺𝒕𝒂𝒚 𝑺𝒂𝒇𝒆 

covidindia
delhifightscorona
dailyupdates",0
